comment_id,text,cluster_id,umap_silhouette,silhouette,silhouette_score,centroid,centroid_score,nearest,nearest_score
Acsv-16_0,AIは環境問題の解決に寄与する可能性がある。,1_1,0.6745442152325406,0.6745442152325406,5,0.6284980810530346,5,2.284483657415089,5
Acsv-16_0,AIは環境問題の解決に寄与する可能性がある。,2_23,0.6745442152325406,0.6745442152325406,5,0.6284980810530346,5,2.284483657415089,5
Acsv-17_0,ロボット技術と連携するAIは、未来の産業を変えるだろう。,1_16,0.15512380555959301,0.15512380555959301,3,0.5257413846417562,3,0.816910202676675,3
Acsv-17_0,ロボット技術と連携するAIは、未来の産業を変えるだろう。,2_41,0.15512380555959301,0.15512380555959301,3,0.5257413846417562,3,0.816910202676675,3
Acsv-18_0,AIの発展は新たな法律や規制の制定を促すべきである。,1_16,0.04742251992381333,0.04742251992381333,3,1.0608813515174709,3,1.2073772279161308,3
Acsv-18_0,AIの発展は新たな法律や規制の制定を促すべきである。,2_43,0.04742251992381333,0.04742251992381333,3,1.0608813515174709,3,1.2073772279161308,3
Acsv-19_0,AIを活用したスマートシティの構築が進むと考えます。,1_3,0.4004595023170281,0.4004595023170281,4,0.8973617253548268,4,1.5911215002095862,4
Acsv-19_0,AIを活用したスマートシティの構築が進むと考えます。,2_30,0.4004595023170281,0.4004595023170281,4,0.8973617253548268,4,1.5911215002095862,4
Acsv-20_0,AI技術は、日々の生活における小さなストレスを軽減してくれる。,1_11,0.5834874056342393,0.5834874056342393,5,0.40159733778023576,5,1.714974656365021,5
Acsv-20_0,AI技術は、日々の生活における小さなストレスを軽減してくれる。,2_42,0.5834874056342393,0.5834874056342393,5,0.40159733778023576,5,1.714974656365021,5
Acsv-21_0,自然言語処理の進化により、AIは人間との対話がますます自然になるべきである。,1_14,0.6559030039781942,0.6559030039781942,5,0.42058168187005274,5,1.4703835839153863,5
Acsv-21_0,自然言語処理の進化により、AIは人間との対話がますます自然になるべきである。,2_36,0.6559030039781942,0.6559030039781942,5,0.42058168187005274,5,1.4703835839153863,5
Acsv-22_0,AIによる画像認識技術は、防犯カメラの効率を大きく上げるでしょう。,1_6,0.519015294559764,0.519015294559764,5,0.6157388195965762,5,1.497216346430863,5
Acsv-22_0,AIによる画像認識技術は、防犯カメラの効率を大きく上げるでしょう。,2_24,0.519015294559764,0.519015294559764,5,0.6157388195965762,5,1.497216346430863,5
Acsv-23_0,音声認識技術の発展は、バリアフリー社会の実現に寄与する。,1_14,0.5523720819021682,0.5523720819021682,5,0.5216038436255708,5,1.2498326270087992,5
Acsv-23_0,音声認識技術の発展は、バリアフリー社会の実現に寄与する。,2_36,0.5523720819021682,0.5523720819021682,5,0.5216038436255708,5,1.2498326270087992,5
Acsv-24_0,AIの活用は、マーケティング分野において大きな可能性を秘めている。,1_7,0.5670403943649357,0.5670403943649357,5,0.5457358748310387,5,1.482577032292838,5
Acsv-24_0,AIの活用は、マーケティング分野において大きな可能性を秘めている。,2_19,0.5670403943649357,0.5670403943649357,5,0.5457358748310387,5,1.482577032292838,5
Acsv-25_0,AIの決定プロセスは、ユーザーにとって理解しやすい形にする必要がある。,1_7,0.019598166120375345,0.019598166120375345,3,0.9392391886225895,3,1.006986038147682,3
Acsv-25_0,AIの決定プロセスは、ユーザーにとって理解しやすい形にする必要がある。,2_27,0.019598166120375345,0.019598166120375345,3,0.9392391886225895,3,1.006986038147682,3
Acsv-26_0,産業界でのAI導入は、コスト削減と品質向上を両立させるべきである。,1_12,0.6058415055336309,0.6058415055336309,5,0.5033016785027847,5,2.001974465940189,5
Acsv-26_0,産業界でのAI導入は、コスト削減と品質向上を両立させるべきである。,2_9,0.6058415055336309,0.6058415055336309,5,0.5033016785027847,5,2.001974465940189,5
Acsv-27_0,AIは、気候変動対策におけるシミュレーションで重要な役割を果たすべきである。,1_1,0.6804907105195188,0.6804907105195188,5,0.5155421497919699,5,2.154058446374189,5
Acsv-27_0,AIは、気候変動対策におけるシミュレーションで重要な役割を果たすべきである。,2_23,0.6804907105195188,0.6804907105195188,5,0.5155421497919699,5,2.154058446374189,5
Acsv-28_0,AIの活用により、災害予測や早期警戒システムが強化されるべきである。,1_1,0.4590731862070209,0.4590731862070209,4,0.9470904550762961,4,1.8782722376349643,4
Acsv-28_0,AIの活用により、災害予測や早期警戒システムが強化されるべきである。,2_14,0.4590731862070209,0.4590731862070209,4,0.9470904550762961,4,1.8782722376349643,4
Acsv-29_0,金融分野では、AIがリスク評価に用いられている,1_9,0.8527739159626931,0.8527739159626931,5,0.17343494530209114,5,1.974984071336923,5
Acsv-29_0,金融分野では、AIがリスク評価に用いられている,2_12,0.8527739159626931,0.8527739159626931,5,0.17343494530209114,5,1.974984071336923,5
Acsv-29_1,金融分野では、AIが不正検知に用いられている,1_9,0.844670986369766,0.844670986369766,5,0.312349286959609,5,2.3542921214261803,5
Acsv-29_1,金融分野では、AIが不正検知に用いられている,2_12,0.844670986369766,0.844670986369766,5,0.312349286959609,5,2.3542921214261803,5
Acsv-30_0,AI技術は、サイバーセキュリティ分野でも大いに役立つ。,1_6,0.7257064870368101,0.7257064870368101,5,0.13341399427977277,5,1.6333710176039864,5
Acsv-30_0,AI技術は、サイバーセキュリティ分野でも大いに役立つ。,2_24,0.7257064870368101,0.7257064870368101,5,0.13341399427977277,5,1.6333710176039864,5
Acsv-31_0,AIによる自動翻訳技術は、国際交流を円滑に進めるでしょう。,1_14,0.5637974663162718,0.5637974663162718,5,0.5749220103998979,5,1.3799786038231536,5
Acsv-31_0,AIによる自動翻訳技術は、国際交流を円滑に進めるでしょう。,2_36,0.5637974663162718,0.5637974663162718,5,0.5749220103998979,5,1.3799786038231536,5
Acsv-32_0,産業用ロボットと連携したAIは、製造業の生産性を向上させる。,1_12,0.6960499167578553,0.6960499167578553,5,0.38089066317949066,5,2.3591025346804084,5
Acsv-32_0,産業用ロボットと連携したAIは、製造業の生産性を向上させる。,2_9,0.6960499167578553,0.6960499167578553,5,0.38089066317949066,5,2.3591025346804084,5
Acsv-33_0,AIが人間の意思決定を補完することで、より正確な判断が可能となる。,1_8,0.2473466797462365,0.2473466797462365,3,0.6823829188506472,3,0.9874684692978508,3
Acsv-33_0,AIが人間の意思決定を補完することで、より正確な判断が可能となる。,2_45,0.2473466797462365,0.2473466797462365,3,0.6823829188506472,3,0.9874684692978508,3
Acsv-34_0,AIシステムのメンテナンスとアップデートは継続的な課題である。,1_6,0.07319844887842482,0.07319844887842482,3,1.0151192076980347,3,1.1152277208970647,3
Acsv-34_0,AIシステムのメンテナンスとアップデートは継続的な課題である。,2_37,0.07319844887842482,0.07319844887842482,3,1.0151192076980347,3,1.1152277208970647,3
Acsv-35_0,AIの倫理性に関する議論は、今後も活発になるだろう。,1_5,0.6425374537219609,0.6425374537219609,5,0.3501687759384056,5,1.562235169135492,5
Acsv-35_0,AIの倫理性に関する議論は、今後も活発になるだろう。,2_34,0.6425374537219609,0.6425374537219609,5,0.3501687759384056,5,1.562235169135492,5
Acsv-36_0,AIはエネルギー管理システムに革命をもたらすでしょう。,1_2,0.9217515155994841,0.9217515155994841,5,0.10298793237190396,5,2.64007288626086,5
Acsv-36_0,AIはエネルギー管理システムに革命をもたらすでしょう。,2_3,0.9217515155994841,0.9217515155994841,5,0.10298793237190396,5,2.64007288626086,5
Acsv-37_0,スマートホームにおけるAIは、生活の質を向上させる。,1_11,0.5621673749845644,0.5621673749845644,5,0.29171882345563505,5,1.5500599787668652,5
Acsv-37_0,スマートホームにおけるAIは、生活の質を向上させる。,2_42,0.5621673749845644,0.5621673749845644,5,0.29171882345563505,5,1.5500599787668652,5
Acsv-38_0,AIの応用範囲は今後さらに広がっていくと考えます。,1_16,0.10430974146859076,0.10430974146859076,3,0.6275196463551731,3,0.8248146543475586,3
Acsv-38_0,AIの応用範囲は今後さらに広がっていくと考えます。,2_41,0.10430974146859076,0.10430974146859076,3,0.6275196463551731,3,0.8248146543475586,3
Acsv-39_0,ビッグデータと連携したAIは、新たな発見をもたらす。,1_8,0.5415880584323641,0.5415880584323641,5,0.18943768521485352,5,0.8351270746797852,5
Acsv-39_0,ビッグデータと連携したAIは、新たな発見をもたらす。,2_6,0.5415880584323641,0.5415880584323641,5,0.18943768521485352,5,0.8351270746797852,5
Acsv-40_0,AIを使った個別化医療は、患者に合わせた治療を実現する。,1_13,0.8084657417636152,0.8084657417636152,5,0.3928414985959674,5,2.4929183873115806,5
Acsv-40_0,AIを使った個別化医療は、患者に合わせた治療を実現する。,2_26,0.8084657417636152,0.8084657417636152,5,0.3928414985959674,5,2.4929183873115806,5
Acsv-41_0,AIは犯罪予防や治安維持において効果的である。,1_6,0.7072086143223423,0.7072086143223423,5,0.44341244276720015,5,1.8952705104244922,5
Acsv-41_0,AIは犯罪予防や治安維持において効果的である。,2_10,0.7072086143223423,0.7072086143223423,5,0.44341244276720015,5,1.8952705104244922,5
Acsv-42_0,AIシステムの運用には専門家による継続的な監視が不可欠である。,1_6,0.43659660244477305,0.43659660244477305,4,0.68473681454674,4,1.3776259607868313,4
Acsv-42_0,AIシステムの運用には専門家による継続的な監視が不可欠である。,2_37,0.43659660244477305,0.43659660244477305,4,0.68473681454674,4,1.3776259607868313,4
Acsv-43_0,AIはアートや音楽の分野で新しい表現手法を生み出している。,1_14,0.6606634607462943,0.6606634607462943,5,0.4785352196111974,5,1.557511302209863,5
Acsv-43_0,AIはアートや音楽の分野で新しい表現手法を生み出している。,2_35,0.6606634607462943,0.6606634607462943,5,0.4785352196111974,5,1.557511302209863,5
Acsv-44_0,AI技術の急速な発展に伴い、教育内容も変革する必要がある。,1_10,0.9523313615649579,0.9523313615649579,5,0.19888465581967912,5,4.72141769159991,5
Acsv-44_0,AI技術の急速な発展に伴い、教育内容も変革する必要がある。,2_5,0.9523313615649579,0.9523313615649579,5,0.19888465581967912,5,4.72141769159991,5
Acsv-45_0,AIが仕事を奪うという懸念がある,1_15,0.5417958693640154,0.5417958693640154,5,0.42387747755080263,5,1.363315376434774,5
Acsv-45_0,AIが仕事を奪うという懸念がある,2_25,0.5417958693640154,0.5417958693640154,5,0.42387747755080263,5,1.363315376434774,5
Acsv-45_1,AIによる新たな雇用創出の可能性がある,1_15,0.5687824282518805,0.5687824282518805,5,0.38336049462241073,5,1.4442085686479051,5
Acsv-45_1,AIによる新たな雇用創出の可能性がある,2_25,0.5687824282518805,0.5687824282518805,5,0.38336049462241073,5,1.4442085686479051,5
Acsv-46_0,AIの導入は中小企業にも手軽に行える環境が整いつつある。,1_15,0.17568226357331826,0.17568226357331826,3,0.9645602923761077,3,1.2329092441029506,3
Acsv-46_0,AIの導入は中小企業にも手軽に行える環境が整いつつある。,2_25,0.17568226357331826,0.17568226357331826,3,0.9645602923761077,3,1.2329092441029506,3
Acsv-47_0,AIによる予測分析は、経済の動向把握に大いに役立つ。,1_7,0.11164754134924494,0.11164754134924494,3,0.927587249938219,3,1.1167240394202067,3
Acsv-47_0,AIによる予測分析は、経済の動向把握に大いに役立つ。,2_32,0.11164754134924494,0.11164754134924494,3,0.927587249938219,3,1.1167240394202067,3
Acsv-48_0,AI技術の進化は、国ごとの技術格差を広げる恐れがある。,1_16,0.39461407071338916,0.39461407071338916,4,0.41678405768806254,5,1.155260075758159,3
Acsv-48_0,AI技術の進化は、国ごとの技術格差を広げる恐れがある。,2_41,0.39461407071338916,0.39461407071338916,4,0.41678405768806254,5,1.155260075758159,3
Acsv-49_0,市民生活に根付いたAIサービスの普及は、利便性を向上させる。,1_11,0.5666588954827375,0.5666588954827375,5,0.20026927556301682,5,1.5006159391778504,5
Acsv-49_0,市民生活に根付いたAIサービスの普及は、利便性を向上させる。,2_42,0.5666588954827375,0.5666588954827375,5,0.20026927556301682,5,1.5006159391778504,5
Acsv-50_0,AIは従来の枠組みを超えた新たなビジネスモデルを生み出す。,1_16,0.18298604325768034,0.18298604325768034,3,0.548033525992014,3,1.0025035245883305,3
Acsv-50_0,AIは従来の枠組みを超えた新たなビジネスモデルを生み出す。,2_20,0.18298604325768034,0.18298604325768034,3,0.548033525992014,3,1.0025035245883305,3
Acsv-51_0,AIの透明性と説明責任は、利用者の信頼を得るために必要である。,1_5,0.5764473544375146,0.5764473544375146,5,0.4722267166526135,5,1.3574653365447236,5
Acsv-51_0,AIの透明性と説明責任は、利用者の信頼を得るために必要である。,2_13,0.5764473544375146,0.5764473544375146,5,0.4722267166526135,5,1.3574653365447236,5
Acsv-52_0,自然災害の被害予測にAIを活用する試みが進んでいる,1_1,0.48749273905705687,0.48749273905705687,4,0.8557529317083588,4,1.8725172189175707,4
Acsv-52_0,自然災害の被害予測にAIを活用する試みが進んでいる,2_14,0.48749273905705687,0.48749273905705687,4,0.8557529317083588,4,1.8725172189175707,4
Acsv-53_0,AIを利用したスマート農業が、食糧生産に革命を起こす可能性がある。,1_12,0.44393789618696156,0.44393789618696156,4,1.2551231584942606,4,2.3686819129502705,4
Acsv-53_0,AIを利用したスマート農業が、食糧生産に革命を起こす可能性がある。,2_22,0.44393789618696156,0.44393789618696156,4,1.2551231584942606,4,2.3686819129502705,4
Acsv-54_0,AIの進歩は、遠隔医療の発展を促進する。,1_13,0.8621480161349858,0.8621480161349858,5,0.16444653805372245,5,2.5746735769303433,5
Acsv-54_0,AIの進歩は、遠隔医療の発展を促進する。,2_26,0.8621480161349858,0.8621480161349858,5,0.16444653805372245,5,2.5746735769303433,5
Acsv-55_0,産業界でのAI活用は、イノベーションの加速に寄与している。,1_15,0.43670212391469965,0.43670212391469965,4,0.4194043646820797,5,1.0193389692722634,3
Acsv-55_0,産業界でのAI活用は、イノベーションの加速に寄与している。,2_48,0.43670212391469965,0.43670212391469965,4,0.4194043646820797,5,1.0193389692722634,3
Acsv-56_0,AIの適用範囲拡大には、社会全体の理解と協力が不可欠である。,1_5,0.5720688002253279,0.5720688002253279,5,0.416229348046541,5,1.4012157148059,5
Acsv-56_0,AIの適用範囲拡大には、社会全体の理解と協力が不可欠である。,2_29,0.5720688002253279,0.5720688002253279,5,0.416229348046541,5,1.4012157148059,5
Acsv-57_0,AI技術は、交通渋滞の緩和に役立つと考えられる。,1_3,0.617248869116217,0.617248869116217,5,0.33610017196079944,5,1.524265235841638,5
Acsv-57_0,AI技術は、交通渋滞の緩和に役立つと考えられる。,2_46,0.617248869116217,0.617248869116217,5,0.33610017196079944,5,1.524265235841638,5
Acsv-58_0,AIは、研究開発分野での試行錯誤を大幅に効率化する。,1_15,0.5293255807193484,0.5293255807193484,5,0.5461722911043623,5,1.5300892746417405,5
Acsv-58_0,AIは、研究開発分野での試行錯誤を大幅に効率化する。,2_11,0.5293255807193484,0.5293255807193484,5,0.5461722911043623,5,1.5300892746417405,5
Acsv-59_0,AIの導入に伴うセキュリティリスクについて十分な対策が求められる,1_6,0.6687050649829573,0.6687050649829573,5,0.29067411712326907,5,1.5466863398570063,5
Acsv-59_0,AIの導入に伴うセキュリティリスクについて十分な対策が求められる,2_24,0.6687050649829573,0.6687050649829573,5,0.29067411712326907,5,1.5466863398570063,5
Acsv-60_0,AIは、個人のライフログ解析により健康管理をサポートする。,1_13,0.8689130643921888,0.8689130643921888,5,0.2010036427974949,5,2.8136613102195334,5
Acsv-60_0,AIは、個人のライフログ解析により健康管理をサポートする。,2_26,0.8689130643921888,0.8689130643921888,5,0.2010036427974949,5,2.8136613102195334,5
Acsv-61_0,AIを用いた犯罪解析は、警察の捜査に大きな助けとなる。,1_6,0.7477568906268235,0.7477568906268235,5,0.2725340681099733,5,1.8993346842167294,5
Acsv-61_0,AIを用いた犯罪解析は、警察の捜査に大きな助けとなる。,2_10,0.7477568906268235,0.7477568906268235,5,0.2725340681099733,5,1.8993346842167294,5
Acsv-62_0,AI技術は、公共サービスの改善に寄与する可能性が高い。,1_11,0.4309817564236236,0.4309817564236236,4,0.6563973144956226,4,1.321643906168237,4
Acsv-62_0,AI技術は、公共サービスの改善に寄与する可能性が高い。,2_17,0.4309817564236236,0.4309817564236236,4,0.6563973144956226,4,1.321643906168237,4
Acsv-63_0,AIのアルゴリズムに対する外部監査が必要である。,1_6,0.24289142662566784,0.24289142662566784,3,0.9707597484410568,3,1.3337877577753352,3
Acsv-63_0,AIのアルゴリズムに対する外部監査が必要である。,2_37,0.24289142662566784,0.24289142662566784,3,0.9707597484410568,3,1.3337877577753352,3
Acsv-64_0,AIの判断基準の公開は、社会的合意形成のために重要である。,1_5,0.7077262255038954,0.7077262255038954,5,0.056474351214410815,5,1.7270773410457825,5
Acsv-64_0,AIの判断基準の公開は、社会的合意形成のために重要である。,2_34,0.7077262255038954,0.7077262255038954,5,0.056474351214410815,5,1.7270773410457825,5
Acsv-65_0,AIは、複雑な問題の解決策を提示する力を持っている。,1_16,0.4755261420831935,0.4755261420831935,4,0.5325256501701268,4,1.4995044682722622,4
Acsv-65_0,AIは、複雑な問題の解決策を提示する力を持っている。,2_15,0.4755261420831935,0.4755261420831935,4,0.5325256501701268,4,1.4995044682722622,4
Acsv-66_0,AIの利用により、業務の自動化と効率化が実現されている。,1_12,0.30328504932587247,0.30328504932587247,4,0.8015275086282327,4,1.2053173181308519,4
Acsv-66_0,AIの利用により、業務の自動化と効率化が実現されている。,2_38,0.30328504932587247,0.30328504932587247,4,0.8015275086282327,4,1.2053173181308519,4
Acsv-67_0,AIを利用する際のプライバシー保護対策は必ず講じるべきである。,1_6,0.6457405237411717,0.6457405237411717,5,0.32698289506131223,5,1.4961880682692246,5
Acsv-67_0,AIを利用する際のプライバシー保護対策は必ず講じるべきである。,2_24,0.6457405237411717,0.6457405237411717,5,0.32698289506131223,5,1.4961880682692246,5
Acsv-68_0,AIは新たな研究分野を切り開く原動力となるべきである。,1_15,0.49648378587058906,0.49648378587058906,4,0.4507818968458655,5,1.180728807315534,3
Acsv-68_0,AIは新たな研究分野を切り開く原動力となるべきである。,2_11,0.49648378587058906,0.49648378587058906,4,0.4507818968458655,5,1.180728807315534,3
Acsv-69_0,AI技術の国際的な標準化が進むことを期待する,1_16,0.24321413287364466,0.24321413287364466,3,0.89157104479718,3,1.3615426419323997,3
Acsv-69_0,AI技術の国際的な標準化が進むことを期待する,2_43,0.24321413287364466,0.24321413287364466,3,0.89157104479718,3,1.3615426419323997,3
Acsv-70_0,AIを取り巻く法整備は、今後の大きな課題の一つである。,1_16,-0.07329990420890853,-0.07329990420890853,2,1.1373813961938746,2,1.1239241675955798,2
Acsv-70_0,AIを取り巻く法整備は、今後の大きな課題の一つである。,2_43,-0.07329990420890853,-0.07329990420890853,2,1.1373813961938746,2,1.1239241675955798,2
Acsv-71_0,AIは遠隔操作技術と組み合わせることで、多くの分野に応用可能である。,1_15,0.31413568561884186,0.31413568561884186,4,0.7238546228950685,4,1.148137577727504,4
Acsv-71_0,AIは遠隔操作技術と組み合わせることで、多くの分野に応用可能である。,2_25,0.31413568561884186,0.31413568561884186,4,0.7238546228950685,4,1.148137577727504,4
Acsv-72_0,AIの進化は、既存のビジネスプロセスを根本から見直す契機となる。,1_16,0.27910920308865744,0.27910920308865744,4,0.42110476948850345,5,0.9828262667848897,3
Acsv-72_0,AIの進化は、既存のビジネスプロセスを根本から見直す契機となる。,2_20,0.27910920308865744,0.27910920308865744,4,0.42110476948850345,5,0.9828262667848897,3
Acsv-73_0,AIによる自動分析は、ビッグデータ時代において必要不可欠である。,1_8,0.6186007611482114,0.6186007611482114,5,0.1440793319972702,5,0.9593973826066929,5
Acsv-73_0,AIによる自動分析は、ビッグデータ時代において必要不可欠である。,2_6,0.6186007611482114,0.6186007611482114,5,0.1440793319972702,5,0.9593973826066929,5
Acsv-74_0,AI技術が普及することで、地域間の情報格差が縮小されることを期待する。,1_16,0.43901471937026426,0.43901471937026426,4,0.5069774544887424,4,1.341746500945861,4
Acsv-74_0,AI技術が普及することで、地域間の情報格差が縮小されることを期待する。,2_15,0.43901471937026426,0.43901471937026426,4,0.5069774544887424,4,1.341746500945861,4
Acsv-75_0,AIはエンターテイメント分野において新たな体験を提供する。,1_14,0.7221525562470709,0.7221525562470709,5,0.23176664354462229,5,1.402243489251115,5
Acsv-75_0,AIはエンターテイメント分野において新たな体験を提供する。,2_35,0.7221525562470709,0.7221525562470709,5,0.23176664354462229,5,1.402243489251115,5
Acsv-76_0,AIを活用したロボットが介護現場での支援を行う可能性がある,1_13,0.6580116854647866,0.6580116854647866,5,0.6806375106986305,5,2.0909815274233154,5
Acsv-76_0,AIを活用したロボットが介護現場での支援を行う可能性がある,2_26,0.6580116854647866,0.6580116854647866,5,0.6806375106986305,5,2.0909815274233154,5
Acsv-77_0,AIによる予測モデルは、災害時の迅速な対応を助けるべきである。,1_1,0.41619173641638246,0.41619173641638246,4,1.1032829813563445,4,1.955345444892981,4
Acsv-77_0,AIによる予測モデルは、災害時の迅速な対応を助けるべきである。,2_14,0.41619173641638246,0.41619173641638246,4,1.1032829813563445,4,1.955345444892981,4
Acsv-78_0,AIの倫理的側面について、社会全体で議論する必要がある。,1_5,0.6525616929287631,0.6525616929287631,5,0.30745333691789045,5,1.572986602890838,5
Acsv-78_0,AIの倫理的側面について、社会全体で議論する必要がある。,2_34,0.6525616929287631,0.6525616929287631,5,0.30745333691789045,5,1.572986602890838,5
Acsv-79_0,AI技術の進展は、産業構造の変革を促進する。,1_16,0.3406490171727238,0.3406490171727238,4,0.3056963804410797,5,0.9923232650458006,3
Acsv-79_0,AI技術の進展は、産業構造の変革を促進する。,2_47,0.3406490171727238,0.3406490171727238,4,0.3056963804410797,5,0.9923232650458006,3
Acsv-80_0,AIは、複雑な問題の解決に向けた新たな視点を提供する。,1_16,0.48846646403532906,0.48846646403532906,4,0.4831536153507926,4,1.5199828489946245,4
Acsv-80_0,AIは、複雑な問題の解決に向けた新たな視点を提供する。,2_15,0.48846646403532906,0.48846646403532906,4,0.4831536153507926,4,1.5199828489946245,4
Acsv-81_0,AIのアルゴリズムは、人間の偏見を排除するために改良されるべきです。,1_8,0.23516585282620764,0.23516585282620764,3,0.8505843240094624,3,1.1472356047975953,3
Acsv-81_0,AIのアルゴリズムは、人間の偏見を排除するために改良されるべきです。,2_45,0.23516585282620764,0.23516585282620764,3,0.8505843240094624,3,1.1472356047975953,3
Acsv-82_0,AIは、科学研究の分野で新しい発見を促進するツールとなる。,1_15,0.4944597438314481,0.4944597438314481,4,0.5325724463844579,4,1.28874872173731,4
Acsv-82_0,AIは、科学研究の分野で新しい発見を促進するツールとなる。,2_11,0.4944597438314481,0.4944597438314481,4,0.5325724463844579,4,1.28874872173731,4
Acsv-83_0,AIによる自動化は、業界全体の競争力を高める。,1_12,0.5462691340706118,0.5462691340706118,5,0.47086920508725444,5,1.753504936043997,5
Acsv-83_0,AIによる自動化は、業界全体の競争力を高める。,2_21,0.5462691340706118,0.5462691340706118,5,0.47086920508725444,5,1.753504936043997,5
Acsv-84_0,AI技術の透明性は、利用者の安心感を高めるために不可欠である。,1_5,0.47393488189802163,0.47393488189802163,4,0.5949772928929765,4,1.255162589010376,4
